Country,Country & Area Code, Rate/Minute ($A) 
Mexico - NEA,52386, $0.03 
Mexico - NEA,52387, $0.03 
Mexico - NEA,52388, $0.03 
Mexico - NEA,52391, $0.03 
Mexico - NEA,52394, $0.03 
Mexico - NEA,52395, $0.03 
Mexico - NEA,52411, $0.03 
Mexico - NEA,52412, $0.03 
Mexico - NEA,52413, $0.03 
Mexico - NEA,52414, $0.03 
Mexico - NEA,52417, $0.03 
Mexico - NEA,52418, $0.03 
Mexico - NEA,52419, $0.03 
Mexico - NEA,52421, $0.03 
Mexico - NEA,52422, $0.03 
Mexico - NEA,52423, $0.03 
Mexico - NEA,52424, $0.03 
Mexico - NEA,52425, $0.03 
Mexico - NEA,52426, $0.03 
Mexico - NEA,52428, $0.03 
Mexico - NEA,52429, $0.03 
Mexico - NEA,52431, $0.03 
Mexico - NEA,52432, $0.03 
Mexico - NEA,52433, $0.03 
Mexico - NEA,52437, $0.03 
Mexico - NEA,52441, $0.03 
Mexico - NEA,52447, $0.03 
Mexico - NEA,52448, $0.03 
Mexico - NEA,52454, $0.03 
Mexico - NEA,52455, $0.03 
Mexico - NEA,52456, $0.03 
Mexico - NEA,52457, $0.03 
Mexico - NEA,52458, $0.03 
Mexico - NEA,52459, $0.03 
Mexico - NEA,52465, $0.03 
Mexico - NEA,52467, $0.03 
Mexico - NEA,52471, $0.03 
Mexico - NEA,52476, $0.03 
Mexico - NEA,52478, $0.03 
Mexico - NEA,52482, $0.03 
Mexico - NEA,52483, $0.03 
Mexico - NEA,52485, $0.03 
Mexico - NEA,52486, $0.03 
Mexico - NEA,52489, $0.03 
Mexico - NEA,52495, $0.03 
Mexico - NEA,52496, $0.03 
Mexico - NEA,52499, $0.03 
Mexico - NEA,52588, $0.03 
Mexico - NEA,52592, $0.03 
Mexico - NEA,52593, $0.03 
Mexico - NEA,52594, $0.03 
Mexico - NEA,52596, $0.03 
Mexico - NEA,52599, $0.03 
Mexico - NEA,52621, $0.03 
Mexico - NEA,52628, $0.03 
Mexico - NEA,52629, $0.03 
Mexico - NEA,52635, $0.03 
Mexico - NEA,52643, $0.03 
Mexico - NEA,52649, $0.03 
Mexico - NEA,52651, $0.03 
Mexico - NEA,52652, $0.03 
Mexico - NEA,52658, $0.03 
Mexico - NEA,52659, $0.03 
Mexico - NEA,52671, $0.03 
Mexico - NEA,52672, $0.03 
Mexico - NEA,52675, $0.03 
Mexico - NEA,52677, $0.03 
Mexico - NEA,52694, $0.03 
Mexico - NEA,52695, $0.03 
Mexico - NEA,52696, $0.03 
Mexico - NEA,52697, $0.03 
Mexico - NEA,52698, $0.03 
Mexico - NEA,52711, $0.03 
Mexico - NEA,52716, $0.03 
Mexico - NEA,52717, $0.03 
Mexico - NEA,52718, $0.03 
Mexico - NEA,52719, $0.03 
Mexico - NEA,52723, $0.03 
Mexico - NEA,52724, $0.03 
Mexico - NEA,52725, $0.03 
Mexico - NEA,52731, $0.03 
Mexico - NEA,52737, $0.03 
Mexico - NEA,52738, $0.03 
Mexico - NEA,52739, $0.03 
Mexico - NEA,52743, $0.03 
Mexico - NEA,52745, $0.03 
Mexico - NEA,52746, $0.03 
Mexico - NEA,52748, $0.03 
Mexico - NEA,52749, $0.03 
Mexico - NEA,52751, $0.03 
Mexico - NEA,52759, $0.03 
Mexico - NEA,52761, $0.03 
Mexico - NEA,52763, $0.03 
Mexico - NEA,52764, $0.03 
Mexico - NEA,52765, $0.03 
Mexico - NEA,52766, $0.03 
Mexico - NEA,52768, $0.03 
Mexico - NEA,52769, $0.03 
Mexico - NEA,52774, $0.03 
Mexico - NEA,52776, $0.03 
Mexico - NEA,52778, $0.03 
Mexico - NEA,52781, $0.03 
Mexico - NEA,52784, $0.03 
Mexico - NEA,52785, $0.03 
Mexico - NEA,52789, $0.03 
Mexico - NEA,52797, $0.03 
Mexico - NEA,52824, $0.03 
Mexico - NEA,52825, $0.03 
Mexico - NEA,52832, $0.03 
Mexico - NEA,52835, $0.03 
Mexico - NEA,52845, $0.03 
Mexico - NEA,52846, $0.03 
Mexico - NEA,52864, $0.03 
Mexico - NEA,52869, $0.03 
Mexico - NEA,52872, $0.03 
Mexico - NEA,52873, $0.03 
Mexico - NEA,52894, $0.03 
Mexico - NEA,52897, $0.03 
Mexico - NEA,52913, $0.03 
Mexico - NEA,52914, $0.03 
Mexico - NEA,52918, $0.03 
Mexico - NEA,52919, $0.03 
Mexico - NEA,52923, $0.03 
Mexico - NEA,52924, $0.03 
Mexico - NEA,52932, $0.03 
Mexico - NEA,52933, $0.03 
Mexico - NEA,52934, $0.03 
Mexico - NEA,52936, $0.03 
Mexico - NEA,52937, $0.03 
Mexico - Triangle - Guadalajara,5233, $0.01 
Mexico - Triangle - Mexico City,5255, $0.01 
Mexico - Triangle - Monterrey,5281, $0.01 
Micronesia,691, $1.18 
Moldova,373, $0.63 
Moldova - Mobile - Moldcell,37376, $0.64 
Moldova - Mobile - Moldcell,37378, $0.64 
Moldova - Mobile - Moldcell,37379, $0.64 
Moldova - Mobile - Moldtelecom,373671, $0.52 
Moldova - Mobile - Moldtelecom,373672, $0.52 
Moldova - Mobile - Moldtelecom,373673, $0.52 
Moldova - Mobile - Moldtelecom,373674, $0.52 
Moldova - Mobile - Moldtelecom,373675, $0.52 
Moldova - Mobile - Moldtelecom,373676, $0.52 
Moldova - Mobile - Moldtelecom,373677, $0.52 
Moldova - Mobile - Orange,37360, $0.50 
Moldova - Mobile - Orange,373610, $0.50 
Moldova - Mobile - Orange,373611, $0.50 
Moldova - Mobile - Orange,373620, $0.50 
Moldova - Mobile - Orange,373621, $0.50 
Moldova - Mobile - Orange,37368, $0.50 
Moldova - Mobile - Orange,37369, $0.50 
Moldova - Mobile - Transnistria,37377, $0.50 
Moldova - Non Geographical,37330, $0.63 
Moldova - Non Geographical,37338, $0.63 
Moldova - Transnistria,37321, $0.38 
Moldova - Transnistria,37353, $0.38 
Moldova - Transnistria,37355, $0.38 
Moldova - Transnistria,37356, $0.38 
Monaco,377, $0.15 
Monaco - Kosovo Mobile,37744, $1.08 
Monaco - Kosovo Mobile,377461, $1.38 
Monaco - Kosovo Mobile,37745, $1.08 
Monaco - Mobile,3774, $0.64 
Monaco - Mobile,3776, $0.64 
Monaco - Mobile,3773, $0.64 
Mongolia,976, $0.08 
Mongolia - Mobile,97650, $0.07 
Mongolia - Mobile,9768, $0.07 
Mongolia - Mobile,9769, $0.07 
Montenegro,382, $0.32 
Montenegro - Mobile - MTEL,38260, $0.78 
Montenegro - Mobile - MTEL,38268, $0.78 
Montenegro - Mobile - ProMonte,38263, $0.78 
Montenegro - Mobile - ProMonte,38269, $0.78 
Montenegro - Mobile - T-Mobile,38267, $0.96 
Montenegro - Mobile - T-Mobile,38266, $0.96 
Montenegro - PRS,382876, $1.18 
Montenegro - PRS,382878, $1.18 
Montserrat,1664, $0.50 
Montserrat - Premium Services,1664857, $3.38 
Morocco,212, $0.04 
Morocco - Connect Limited Mobility Services(WANA),212526, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212527, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212533, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212534, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212540, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212546, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212547, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212550, $0.63 
Morocco - Connect Limited Mobility Services(WANA),212553, $0.63 
Morocco - Fixed Meditel,212520, $0.40 
Morocco - Fixed Meditel,212521, $0.40 
Morocco - Fixed Meditel,212525, $0.40 
Morocco - Fixed Meditel,212530, $0.40 
Morocco - Fixed Meditel,212531, $0.40 
Morocco - Fixed Meditel,212532, $0.40 
Morocco - Mobile - Globalstar,2126921, $1.57 
Morocco - Mobile - Globalstar,2126922, $1.57 
Morocco - Mobile - Globalstar,2126928, $1.58 
Morocco - Mobile - Globalstar,2128920, $1.57 
Morocco - Mobile - Itissalat,212610, $0.94 
Morocco - Mobile - Itissalat,212611, $0.94 
Morocco - Mobile - Itissalat,212613, $0.94 
Morocco - Mobile - Itissalat,212766, $0.94 
Morocco - Mobile - Itissalat,212615, $0.94 
Morocco - Mobile - Itissalat,212767, $0.94 
Morocco - Mobile - Itissalat,212616, $0.94 
Morocco - Mobile - Itissalat,212618, $0.94 
Morocco - Mobile - Itissalat,212622, $0.94 
Morocco - Mobile - Itissalat,212623, $0.94 
Morocco - Mobile - Itissalat,212624, $0.94 
Morocco - Mobile - Itissalat,212628, $0.94 
Morocco - Mobile - Itissalat,212636, $0.94 
Morocco - Mobile - Itissalat,212637, $0.94 
Morocco - Mobile - Itissalat,212639, $0.94 
Morocco - Mobile - Itissalat,212641, $0.94 
Morocco - Mobile - Itissalat,212642, $0.94 
Morocco - Mobile - Itissalat,212643, $0.94 
Morocco - Mobile - Itissalat,212648, $0.94 
Morocco - Mobile - Itissalat,212650, $0.94 
Morocco - Mobile - Itissalat,212651, $0.94 
Morocco - Mobile - Itissalat,212652, $0.94 
Morocco - Mobile - Itissalat,212653, $0.94 
Morocco - Mobile - Itissalat,212654, $0.94 
Morocco - Mobile - Itissalat,212655, $0.94 
Morocco - Mobile - Itissalat,212658, $0.94 
Morocco - Mobile - Itissalat,212659, $0.94 
Morocco - Mobile - Itissalat,212661, $0.94 
Morocco - Mobile - Itissalat,212662, $0.94 
Morocco - Mobile - Itissalat,212666, $0.94 
Morocco - Mobile - Itissalat,212667, $0.94 
Morocco - Mobile - Itissalat,212668, $0.94 
Morocco - Mobile - Itissalat,212670, $0.94 
Morocco - Mobile - Itissalat,212671, $0.94 
Morocco - Mobile - Itissalat,212672, $0.94 
Morocco - Mobile - Itissalat,212673, $0.94 
Morocco - Mobile - Itissalat,212676, $0.94 
Morocco - Mobile - Itissalat,212677, $0.94 
Morocco - Mobile - Itissalat,212678, $0.94 
Morocco - Mobile - Itissalat,212682, $0.94 
Morocco - Mobile - Itissalat,212689, $0.94 
Morocco - Mobile - Itissalat,212696, $0.94 
Morocco - Mobile - Itissalat,212697, $0.94 
Morocco - Mobile - Itissalat,212761, $0.94 
Morocco - Mobile - Itissalat,212762, $0.94 
Morocco - Mobile - Orange,212771, $0.98 
Morocco - Mobile - Orange,212684, $0.98 
Morocco - Mobile - Orange,212612, $0.98 
Morocco - Mobile - Orange,212614, $0.98 
Morocco - Mobile - Orange,212617, $0.98 
Morocco - Mobile - Orange,212619, $0.98 
Morocco - Mobile - Orange,212620, $0.98 
Morocco - Mobile - Orange,212621, $0.98 
Morocco - Mobile - Orange,212625, $0.98 
Morocco - Mobile - Orange,212631, $0.98 
Morocco - Mobile - Orange,212632, $0.98 
Morocco - Mobile - Orange,212644, $0.98 
Morocco - Mobile - Orange,212645, $0.98 
Morocco - Mobile - Orange,212649, $0.98 
Morocco - Mobile - Orange,212656, $0.98 
Morocco - Mobile - Orange,212657, $0.98 
Morocco - Mobile - Orange,212660, $0.98 
Morocco - Mobile - Orange,212663, $0.98 
Morocco - Mobile - Orange,212664, $0.98 
Morocco - Mobile - Orange,212665, $0.98 
Morocco - Mobile - Orange,212669, $0.98 
Morocco - Mobile - Orange,212674, $0.98 
Morocco - Mobile - Orange,212675, $0.98 
Morocco - Mobile - Orange,212679, $0.98 
Morocco - Mobile - Orange,212688, $0.98 
Morocco - Mobile - Orange,212691, $0.98 
Morocco - Mobile - Orange,212693, $0.98 
Morocco - Mobile - Orange,212694, $0.98 
Morocco - Mobile - Orange,212770, $0.98 
Morocco - Mobile - Orange,212777, $0.98 
Morocco - Mobile - WANA,21260, $0.92 
Morocco - Mobile - WANA,212626, $0.92 
Morocco - Mobile - WANA,212627, $0.92 
Morocco - Mobile - WANA,212629, $0.92 
Morocco - Mobile - WANA,212630, $0.92 
Morocco - Mobile - WANA,212633, $0.92 
Morocco - Mobile - WANA,212634, $0.92 
Morocco - Mobile - WANA,212635, $0.92 
Morocco - Mobile - WANA,212638, $0.92 
Morocco - Mobile - WANA,212640, $0.92 
Morocco - Mobile - WANA,212646, $0.92 
Morocco - Mobile - WANA,212647, $0.92 
Morocco - Mobile - WANA,212680, $0.92 
Morocco - Mobile - WANA,212681, $0.92 
Morocco - Mobile - WANA,212687, $0.92 
Morocco - Mobile - WANA,212690, $0.92 
Morocco - Mobile - WANA,212695, $0.92 
Morocco - Mobile - WANA,212698, $0.92 
Morocco - Mobile - WANA,212699, $0.92 
Morocco - Mobile - WANA,212700, $0.92 
Morocco - Mobile - WANA,212707, $0.92 
Morocco - Mobile - WANA,212706, $0.92 
Morocco - WANA,212529, $0.20 
Morocco - WANA,212538, $0.20 
Mozambique,258, $0.56 
Mozambique - Mobile - MCell,25882, $0.60 
Mozambique - Mobile - MCell,25883, $0.60 
Mozambique - Mobile - Movitel,25886, $0.46 
Mozambique - Mobile - Movitel,25887, $0.46 
Mozambique - Mobile - Vodacom,25884, $0.72 
Mozambique - Mobile - Vodacom,25885, $0.72 
Name,Prefix, $-   
Namibia,264, $0.20 
Namibia - Mobile - LEO,26485, $0.42 
Namibia - Mobile - MTC,26481, $0.22 
Namibia - Mobile - Other,26482, $0.45 
Namibia - Mobile - Other,26483, $0.45 
Namibia - Mobile - Other,26484, $0.45 
Namibia - Mobile - Other,26488, $0.45 
Nauru,674, $5.18 
Nepal,977, $0.32 
Nepal - Kathmandu,97712, $0.32 
Nepal - Kathmandu,97714, $0.32 
Nepal - Kathmandu,97715, $0.32 
Nepal - Kathmandu,97716, $0.32 
Nepal - Mobile - NTC,977974, $0.32 
Nepal - Mobile - NTC,977975, $0.32 
Nepal - Mobile - NTC,97798, $0.32 
Nepal - Mobile - NTC,977984, $0.32 
Nepal - Mobile - NTC,977985, $0.32 
Nepal - Mobile - NTC,977986, $0.32 
Nepal - Mobile - Smart,977988, $0.25 
Nepal - Mobile - Smart,977961, $0.25 
Nepal - Mobile - Smart,977962, $0.25 
Nepal - Mobile - Smart,977990, $0.25 
Nepal - Mobile - Spice,977980, $0.36 
Nepal - Mobile - Spice,977981, $0.36 
Nepal - Mobile - Spice,977982, $0.36 
Netherlands,31, $0.03 
Netherlands - Mobile - KPN,3167610, $0.09 
Netherlands - Mobile - KPN,3167611, $0.09 
Netherlands - Mobile - KPN,3197002, $0.09 
Netherlands - Mobile - KPN,3197003, $0.09 
Netherlands - Mobile - KPN,3197016, $0.09 
Netherlands - Mobile - KPN,3197017, $0.09 
Netherlands - Mobile - KPN,3197018, $0.09 
Netherlands - Mobile - KPN,3197020, $0.09 
Netherlands - Mobile - KPN,3197021, $0.09 
Netherlands - Mobile - KPN,3197022, $0.09 
Netherlands - Mobile - KPN,31610, $0.09 
Netherlands - Mobile - KPN,31612, $0.09 
Netherlands - Mobile - KPN,31613, $0.09 
Netherlands - Mobile - KPN,31620, $0.09 
Netherlands - Mobile - KPN,31622, $0.09 
Netherlands - Mobile - KPN,31623, $0.09 
Netherlands - Mobile - KPN,31630, $0.09 
Netherlands - Mobile - KPN,31651, $0.09 
Netherlands - Mobile - KPN,31653, $0.09 
Netherlands - Mobile - KPN,31657, $0.09 
Netherlands - Mobile - KPN,316587, $0.09 
Netherlands - Mobile - KPN,316588, $0.09 
Netherlands - Mobile - KPN,316589, $0.09 
Netherlands - Mobile - KPN,31665, $0.09 
Netherlands - Mobile - KPN,31682, $0.09 
Netherlands - Mobile - KPN,31683, $0.09 
Netherlands - Mobile - KPN,3197011, $0.09 
Netherlands - Mobile - KPN,3197012, $0.09 
Netherlands - Mobile - KPN,3197013, $0.09 
Netherlands - Mobile - Lycamobile,31684, $0.16 
Netherlands - Mobile - Lycamobile,31685, $0.16 
Netherlands - Mobile - Lycamobile,316860, $0.16 
Netherlands - Mobile - Lycamobile,316861, $0.16 
Netherlands - Mobile - Lycamobile,316862, $0.16 
Netherlands - Mobile - Lycamobile,316863, $0.16 
Netherlands - Mobile - Lycamobile,316864, $0.16 
Netherlands - Mobile - Lycamobile,31687, $0.16 
Netherlands - Mobile - Machine to Machine,31970, $0.65 
Netherlands - Mobile - Other,31970107, $0.16 
Netherlands - Mobile - Other,316, $0.16 
Netherlands - Mobile - T-Mobile,31970050, $0.09 
Netherlands - Mobile - T-Mobile,31970051, $0.09 
Netherlands - Mobile - T-Mobile,31970052, $0.09 
Netherlands - Mobile - T-Mobile,31970053, $0.09 
Netherlands - Mobile - T-Mobile,31970054, $0.09 
Netherlands - Mobile - T-Mobile,31970230, $0.09 
Netherlands - Mobile - T-Mobile,31970231, $0.09 
Netherlands - Mobile - T-Mobile,31970232, $0.09 
Netherlands - Mobile - T-Mobile,31970233, $0.09 
Netherlands - Mobile - T-Mobile,31970234, $0.09 
Netherlands - Mobile - T-Mobile,31614, $0.09 
Netherlands - Mobile - T-Mobile,31618, $0.09 
Netherlands - Mobile - T-Mobile,31624, $0.09 
Netherlands - Mobile - T-Mobile,31628, $0.09 
Netherlands - Mobile - T-Mobile,316320, $0.09 
Netherlands - Mobile - T-Mobile,316321, $0.09 
Netherlands - Mobile - T-Mobile,316322, $0.09 
Netherlands - Mobile - T-Mobile,31634, $0.09 
Netherlands - Mobile - T-Mobile,31638, $0.09 
Netherlands - Mobile - T-Mobile,31639, $0.09 
Netherlands - Mobile - T-Mobile,31641, $0.09 
Netherlands - Mobile - T-Mobile,31642, $0.09 
Netherlands - Mobile - T-Mobile,31643, $0.09 
Netherlands - Mobile - T-Mobile,31648, $0.09 
Netherlands - Mobile - T-Mobile,316560, $0.09 
Netherlands - Mobile - T-Mobile,316561, $0.09 
Netherlands - Mobile - T-Mobile,31681, $0.09 
Netherlands - Mobile - Tele 2,31640, $0.09 
Netherlands - Mobile - Tele 2,319708, $0.09 
Netherlands - Mobile - Tele 2,31636, $0.09 
Netherlands - Mobile - Telfort,31616, $0.09 
Netherlands - Mobile - Telfort,31617, $0.09 
Netherlands - Mobile - Telfort,31619, $0.09 
Netherlands - Mobile - Telfort,31626, $0.09 
Netherlands - Mobile - Telfort,31633, $0.09 
Netherlands - Mobile - Telfort,31644, $0.09 
Netherlands - Mobile - Telfort,31645, $0.09 
Netherlands - Mobile - Telfort,31647, $0.09 
Netherlands - Mobile - Telfort,31649, $0.09 
Netherlands - Mobile - Vodafone,31611, $0.09 
Netherlands - Mobile - Vodafone,31615, $0.09 
Netherlands - Mobile - Vodafone,31621, $0.09 
Netherlands - Mobile - Vodafone,31625, $0.09 
Netherlands - Mobile - Vodafone,31627, $0.09 
Netherlands - Mobile - Vodafone,31629, $0.09 
Netherlands - Mobile - Vodafone,31631, $0.09 
Netherlands - Mobile - Vodafone,31646, $0.09 
Netherlands - Mobile - Vodafone,31650, $0.09 
Netherlands - Mobile - Vodafone,31652, $0.09 
Netherlands - Mobile - Vodafone,31654, $0.09 
Netherlands - Mobile - Vodafone,31655, $0.09 
Netherlands - Mobile - Vodafone,3197004, $0.09 
Netherlands - Mobile - Vodafone,31970055, $0.09 
Netherlands - Mobile - Vodafone,31970056, $0.09 
Netherlands - Mobile - Vodafone,31970057, $0.09 
Netherlands - Mobile - Vodafone,31970058, $0.09 
Netherlands - Mobile - Vodafone,31970059, $0.09 
Netherlands - Mobile - Vodafone,31970140, $0.09 
Netherlands - Mobile - Vodafone,31970141, $0.09 
Netherlands - Mobile - Vodafone,31970142, $0.09 
Netherlands - Mobile - Vodafone,31970143, $0.09 
Netherlands - Mobile - Vodafone,31970144, $0.09 
Netherlands - Mobile - Vodafone,31970145, $0.09 
Netherlands - Mobile - Vodafone,31970146, $0.09 
Netherlands - Mobile - Vodafone,3197019, $0.09 
Netherlands Antilles,599, $0.27 
Netherlands Antilles - Bonaire,599715, $0.30 
Netherlands Antilles - Bonaire,599717, $0.30 
Netherlands Antilles - Bonaire,599718, $0.30 
Netherlands Antilles - Bonaire,599750, $0.30 
Netherlands Antilles - Curacao,599950, $0.12 
Netherlands Antilles - Curacao,5999763, $0.12 
Netherlands Antilles - Curacao,5999765, $0.12 
Netherlands Antilles - Curacao,5999767, $0.12 
Netherlands Antilles - Curacao,5999777, $0.12 
Netherlands Antilles - Curacao,5999430, $0.12 
Netherlands Antilles - Curacao,5999431, $0.12 
Netherlands Antilles - Curacao,5999432, $0.12 
Netherlands Antilles - Curacao,5999433, $0.12 
Netherlands Antilles - Curacao,5999434, $0.12 
Netherlands Antilles - Curacao,5999435, $0.12 
Netherlands Antilles - Curacao,5999441, $0.12 
Netherlands Antilles - Curacao,5999444, $0.12 
Netherlands Antilles - Curacao,599946, $0.12 
Netherlands Antilles - Curacao,5999730, $0.12 
Netherlands Antilles - Curacao,5999732, $0.12 
Netherlands Antilles - Curacao,5999733, $0.12 
Netherlands Antilles - Curacao,5999734, $0.12 
Netherlands Antilles - Curacao,5999735, $0.12 
Netherlands Antilles - Curacao,5999736, $0.12 
Netherlands Antilles - Curacao,5999737, $0.12 
Netherlands Antilles - Curacao,5999738, $0.12 
Netherlands Antilles - Curacao,5999739, $0.12 
Netherlands Antilles - Curacao,5999744, $0.12 
Netherlands Antilles - Curacao,5999745, $0.12 
Netherlands Antilles - Curacao,5999746, $0.12 
Netherlands Antilles - Curacao,5999747, $0.12 
Netherlands Antilles - Curacao,5999748, $0.12 
Netherlands Antilles - Curacao,5999749, $0.12 
Netherlands Antilles - Curacao,5999787, $0.12 
Netherlands Antilles - Curacao,5999788, $0.12 
Netherlands Antilles - Curacao,5999789, $0.12 
Netherlands Antilles - Curacao,5999833, $0.12 
Netherlands Antilles - Curacao,5999839, $0.12 
Netherlands Antilles - Curacao,599984, $0.12 
Netherlands Antilles - Curacao,5999867, $0.12 
Netherlands Antilles - Curacao,5999870, $0.12 
Netherlands Antilles - Curacao,5999871, $0.12 
Netherlands Antilles - Curacao,5999885, $0.12 
Netherlands Antilles - Curacao,5999887, $0.12 
Netherlands Antilles - Curacao,5999888, $0.12 
Netherlands Antilles - Curacao,5999889, $0.12 
Netherlands Antilles - Curacao - PRS,599603, $1.38 
Netherlands Antilles - Curacao - PRS2,599604, $1.98 
Netherlands Antilles - Curacao - PRS3,599605, $2.78 
Netherlands Antilles - Mobile - Bonaire,599770, $0.30 
Netherlands Antilles - Mobile - Bonaire,599777, $0.30 
Netherlands Antilles - Mobile - Bonaire,59979, $0.30 
Netherlands Antilles - Mobile - Bonaire - Digicel,59970, $0.21 
Netherlands Antilles - Mobile - Bonaire - Digicel,59978, $0.21 
Netherlands Antilles - Mobile - Curacao,599951, $0.23 
Netherlands Antilles - Mobile - Curacao,599952, $0.23 
Netherlands Antilles - Mobile - Curacao,599953, $0.23 
Netherlands Antilles - Mobile - Curacao,599954, $0.23 
Netherlands Antilles - Mobile - Curacao,599955, $0.23 
Netherlands Antilles - Mobile - Curacao,599956, $0.23 
Netherlands Antilles - Mobile - Curacao,599961, $0.23 
Netherlands Antilles - Mobile - Curacao,5999630, $0.23 
Netherlands Antilles - Mobile - Curacao,5999631, $0.23 
Netherlands Antilles - Mobile - Curacao,599957, $0.23 
Netherlands Antilles - Mobile - Curacao - Digicel,599965, $0.23 
Netherlands Antilles - Mobile - Curacao - Digicel,599966, $0.21 
Netherlands Antilles - Mobile - Curacao - Digicel,599967, $0.21 
Netherlands Antilles - Mobile - Curacao - Digicel,599968, $0.21 
Netherlands Antilles - Mobile - Curacao - Digicel,599969, $0.21 
Netherlands Antilles - Mobile - Curacao - Digicel,5999724, $0.23 
Netherlands Antilles - Mobile - Saba,5994161, $0.21 
Netherlands Antilles - Mobile - Saba,5994164, $0.21 
Netherlands Antilles - Mobile - Saba,5994165, $0.21 
Netherlands Antilles - Mobile - Saba,5994166, $0.21 
Netherlands Antilles - Mobile - Saba,5994167, $0.21 
Netherlands Antilles - Mobile - Saba,5994168, $0.21 
Netherlands Antilles - Mobile - St.Eustatius,5993188, $0.21 
Netherlands Antilles - Mobile-St.Eustatius,5993181, $0.21 
Netherlands Antilles - Mobile-St.Eustatius,5993184, $0.21 
Netherlands Antilles - Mobile-St.Eustatius,5993185, $0.21 
Netherlands Antilles - Mobile-St.Eustatius,5993186, $0.21 
Netherlands Antilles - Mobile-St.Eustatius,5993187, $0.21 
Netherlands Antilles - Mobile-St.Eustatius,5993191, $0.23 
Netherlands Antilles - Mobile-St.Eustatius,5993194, $0.23 
Netherlands Antilles - Mobile-St.Eustatius,5993195, $0.23 
Netherlands Antilles - Mobile-St.Eustatius,5993197, $0.23 
Netherlands Antilles - Mobile-St.Eustatius,5993198, $0.23 
Netherlands Antilles - Saba,5994160, $0.23 
Netherlands Antilles - Saba,5994162, $0.23 
Netherlands Antilles - Saba,5994163, $0.23 
Netherlands Antilles - Saba,5994169, $0.23 
Netherlands Antilles - St. Eustatius,5993180, $0.23 
Netherlands Antilles - St. Eustatius,5993182, $0.23 
Netherlands Antilles - St. Eustatius,5993183, $0.23 
Nevis & St. Kitts,1869, $0.36 
Nevis & St. Kitts - Mobile - Digicel,1869760, $0.42 
Nevis & St. Kitts - Mobile - Digicel,1869762, $0.42 
Nevis & St. Kitts - Mobile - Digicel,1869763, $0.42 
Nevis & St. Kitts - Mobile - Digicel,1869764, $0.42 
Nevis & St. Kitts - Mobile - Digicel,1869765, $0.42 
Nevis & St. Kitts - Mobile - Digicel,1869766, $0.42 
Nevis & St. Kitts - Mobile - Digicel,1869767, $0.58 
Nevis & St. Kitts - Mobile - Other,1869556, $0.48 
Nevis & St. Kitts - Mobile - Other,1869557, $0.48 
Nevis & St. Kitts - Mobile - Other,1869558, $0.48 
Nevis & St. Kitts - Mobile - Other,1869566, $0.48 
Nevis & St. Kitts - Mobile - Other,1869567, $0.48 
Nevis & St. Kitts - Mobile - Other,1869660, $0.48 
Nevis & St. Kitts - Mobile - Other,1869661, $0.48 
Nevis & St. Kitts - Mobile - Other,1869662, $0.48 
Nevis & St. Kitts - Mobile - Other,1869663, $0.48 
Nevis & St. Kitts - Mobile - Other,1869664, $0.48 
Nevis & St. Kitts - Mobile - Other,1869665, $0.48 
Nevis & St. Kitts - Mobile - Other,1869667, $0.48 
Nevis & St. Kitts - Mobile - Other,1869668, $0.48 
Nevis & St. Kitts - Mobile - Other,1869669, $0.48 
New Caledonia,687, $0.63 
New Caledonia - Mobile,6877, $0.63 
New Caledonia - Mobile,68780, $0.63 
New Caledonia - Mobile,68781, $0.63 
New Caledonia - Mobile,68782, $0.63 
New Caledonia - Mobile,68783, $0.63 
New Caledonia - Mobile,68784, $0.63 
New Caledonia - Mobile,68785, $0.63 
New Caledonia - Mobile,68786, $0.63 
New Caledonia - Mobile,68787, $0.63 
New Caledonia - Mobile,68789, $0.63 
New Caledonia - Mobile,6879, $0.63 
New Zealand,64, $0.02 
New Zealand - Mobile,642, $0.08 
Nicaragua,505, $0.25 
Nicaragua - Mobile - Claro,50556, $0.46 
Nicaragua - Mobile - Claro,505550, $0.46 
Nicaragua - Mobile - Claro,505551, $0.46 
Nicaragua - Mobile - Claro,505552, $0.46 
Nicaragua - Mobile - Claro,505553, $0.46 
Nicaragua - Mobile - Claro,505554, $0.46 
Nicaragua - Mobile - Claro,505555, $0.46 
Nicaragua - Mobile - Claro,505556, $0.46 
Nicaragua - Mobile - Claro,5055570, $0.46 
Nicaragua - Mobile - Claro,50557, $0.45 
Nicaragua - Mobile - Claro,50558, $0.45 
Nicaragua - Mobile - Claro,505820, $0.46 
Nicaragua - Mobile - Claro,505821, $0.46 
Nicaragua - Mobile - Claro,505822, $0.46 
Nicaragua - Mobile - Claro,505823, $0.46 
Nicaragua - Mobile - Claro,505833, $0.46 
Nicaragua - Mobile - Claro,505835, $0.46 
Nicaragua - Mobile - Claro,505836, $0.46 
Nicaragua - Mobile - Claro,505840, $0.46 
Nicaragua - Mobile - Claro,505841, $0.46 
Nicaragua - Mobile - Claro,505842, $0.46 
Nicaragua - Mobile - Claro,505843, $0.46 
